070322|A50CHIN-C22|0.220|0.200|0.105|-0.115|-52.27|19,057
070324|A50CHIN-C24|0.795|0.705|0.645|-0.150|-18.87|310
070326|A50CHIN-C26|0.505|0.000|0.000|0.000|0.00|0
070328|A50CHIN-C28|0.255|0.215|0.200|-0.055|-21.57|27,414
070330|A50CHIN-C30|0.335|0.280|0.285|-0.050|-14.93|126,915
070332|A50CHIN-C32|0.780|0.000|0.000|0.000|0.00|0
070334|A50CHIN-C34|0.970|0.000|0.000|0.000|0.00|0
070336|A50CHIN-C36|0.550|0.460|0.455|-0.095|-17.27|130
070321|A50CHIN-H21|0.050|0.000|0.000|0.000|0.00|0
070323|A50CHIN-H23|0.005|0.000|0.000|0.000|0.00|0
070325|A50CHIN-H25|0.035|0.000|0.000|0.000|0.00|0
070327|A50CHIN-H27|0.080|0.090|0.115|+0.035|+43.75|12,243
7054|AASIA|0.145|0.000|0.000|0.000|0.00|0
5238|AAX|0.250|0.250|0.255|+0.005|+2.00|20,161
523820|AAX-C20|0.005|0.000|0.000|0.000|0.00|0
523821|AAX-C21|0.005|0.000|0.000|0.000|0.00|0
5238WA|AAX-WA|0.055|0.055|0.050|-0.005|-9.09|2,747
0800EA|ABFMY1|1.167|0.000|0.000|0.000|0.00|0
7086|ABLEGRP|0.070|0.075|0.075|+0.005|+7.14|8,102
2488|ABMB|4.220|4.210|4.140|-0.080|-1.90|4,362
2488CY|ABMB-CY|0.100|0.000|0.000|0.000|0.00|0
7131|ACME|0.250|0.000|0.000|0.000|0.00|0
7120|ACOSTEC|0.455|0.455|0.455|0.000|0.00|11,561
5281|ADVCON|0.375|0.385|0.390|+0.015|+4.00|50,972
7191|ADVENTA|0.385|0.000|0.000|0.000|0.00|0
9148|ADVPKG|1.900|0.000|0.000|0.000|0.00|0
7146|AEM|0.110|0.000|0.000|0.000|0.00|0
7146WA|AEM-WA|0.005|0.000|0.000|0.000|0.00|0
0181|AEMULUS|0.255|0.255|0.250|-0.005|-1.96|9,041
6599|AEON|1.600|1.600|1.600|0.000|0.00|9,026
6599CO|AEON-CO|0.055|0.050|0.055|0.000|0.00|4,393
6599CP|AEON-CP|0.050|0.000|0.000|0.000|0.00|0
6599CQ|AEON-CQ|0.030|0.000|0.000|0.000|0.00|0
5139|AEONCR|17.200|17.100|17.200|0.000|0.00|2,412
5139LA|AEONCR-LA|1.620|1.590|1.570|-0.050|-3.09|409
5185|AFFIN|2.280|2.280|2.270|-0.010|-0.44|661
5198|AFUJIYA|0.540|0.510|0.510|-0.030|-5.56|100
7315|AHB|0.140|0.130|0.135|-0.005|-3.57|1,191
7315WB|AHB-WB|0.005|0.005|0.005|0.000|0.00|4,103
7090|AHEALTH|9.590|9.630|9.390|-0.200|-2.09|315
4952|AHP|0.750|0.000|0.000|0.000|0.00|0
0122|AIM|0.280|0.000|0.000|0.000|0.00|0
5099|AIRASIA|2.830|2.840|2.870|+0.040|+1.41|103,606
509959|AIRASIAC59|0.025|0.000|0.000|0.000|0.00|0
509967|AIRASIAC67|0.095|0.100|0.085|-0.010|-10.53|16,587
509968|AIRASIAC68|0.005|0.000|0.000|0.000|0.00|0
509969|AIRASIAC69|0.030|0.035|0.035|+0.005|+16.67|48,886
509970|AIRASIAC70|0.020|0.020|0.020|0.000|0.00|5,000
509971|AIRASIAC71|0.090|0.080|0.085|-0.005|-5.56|14,563
509972|AIRASIAC72|0.190|0.190|0.195|+0.005|+2.63|2,126
509973|AIRASIAC73|0.210|0.215|0.220|+0.010|+4.76|3,838
509974|AIRASIAC74|0.280|0.310|0.310|+0.030|+10.71|60
509975|AIRASIAC75|0.140|0.140|0.140|0.000|0.00|1,444
509976|AIRASIAC76|0.075|0.075|0.080|+0.005|+6.67|4,000
509977|AIRASIAC77|0.080|0.080|0.085|+0.005|+6.25|139,424
509978|AIRASIAC78|0.100|0.100|0.100|0.000|0.00|29,000
509979|AIRASIAC79|0.050|0.050|0.050|0.000|0.00|900
509980|AIRASIAC80|0.050|0.055|0.055|+0.005|+10.00|15,400
5014|AIRPORT|7.790|7.800|7.750|-0.040|-0.51|35,468
5014C2|AIRPORT-C2|0.025|0.000|0.000|0.000|0.00|0
5014C3|AIRPORT-C3|0.035|0.000|0.000|0.000|0.00|0
5014C4|AIRPORT-C4|0.045|0.000|0.000|0.000|0.00|0
5014C5|AIRPORT-C5|0.060|0.000|0.000|0.000|0.00|0
5014C6|AIRPORT-C6|0.160|0.000|0.000|0.000|0.00|0
5014C7|AIRPORT-C7|0.095|0.000|0.000|0.000|0.00|0
2682|AISB|0.260|0.260|0.260|0.000|0.00|35
2658|AJI|18.680|18.680|18.600|-0.080|-0.43|21
7609|AJIYA|0.530|0.530|0.525|-0.005|-0.94|296
7609WA|AJIYA-WA|0.095|0.000|0.000|0.000|0.00|0
5115|ALAM|0.105|0.105|0.115|+0.010|+9.52|79,515
5116|ALAQAR|1.350|0.000|0.000|0.000|0.00|0
2674|ALCOM|0.535|0.520|0.520|-0.015|-2.80|176
1163|ALLIANZ|14.340|14.340|14.340|0.000|0.00|75
1163PA|ALLIANZ-PA|14.300|0.000|0.000|0.000|0.00|0
5269|ALSREIT|0.825|0.825|0.825|0.000|0.00|268
1015|AMBANK|4.500|4.530|4.500|0.000|0.00|34,550
101510|AMBANK-C10|0.170|0.000|0.000|0.000|0.00|0
101511|AMBANK-C11|0.180|0.000|0.000|0.000|0.00|0
101512|AMBANK-C12|0.150|0.135|0.135|-0.015|-10.00|5,084
101513|AMBANK-C13|0.095|0.000|0.000|0.000|0.00|0
0159|AMEDIA|0.165|0.165|0.165|0.000|0.00|13,940
5120|AMFIRST|0.535|0.535|0.530|-0.005|-0.93|664
03011|AMLEX|0.180|0.000|0.000|0.000|0.00|0
1007|AMPROP|0.520|0.515|0.520|0.000|0.00|1,242
1007PA|AMPROP-PA|0.250|0.250|0.250|0.000|0.00|12,242
1007PB|AMPROP-PB|0.580|0.000|0.000|0.000|0.00|0
7051|AMTEK|0.275|0.310|0.370|+0.095|+34.55|101
7031|AMTEL|0.665|0.000|0.000|0.000|0.00|0
5959|AMVERTON|1.020|0.000|0.000|0.000|0.00|0
